movie_id,movie_title,imdb_url,decade,genres,avg_rating,poster,cast,director,description,keyword
679,Conan the Barbarian (1981),http://us.imdb.com/M/title-exact?Conan+the+Barbarian+(1981),80s, action adventure,3.0467289719626165,https://m.media-amazon.com/images/M/MV5BMWIxMzQxZjAtMGFkNC00NzYwLWFiMGEtNzZhZjE5MmFiMmMyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,Arnold Schwarzenegger Conan-James Earl Jones Thulsa Doom-Max von Sydow King Osric (as Max Von Sydow)-Sandahl Bergman Valeria-Ben Davidson Rexor-Cassandra Gava The Witch (as Cassandra Gaviola)-Gerry Lopez Subotai-Mako The Wizard /Narrator-Valérie Quennessen The Princess (as Valerie Quennessen),John Milius,A young boy,cult warlord cult film eating human flesh
680,Kull the Conqueror (1997),http://us.imdb.com/M/title-exact?Kull+the+Conqueror+(1997),90s, action adventure,2.5588235294117645,https://m.media-amazon.com/images/M/MV5BOGNjODE4M2ItOGM1Ny00N2MwLWI3MzktZTg3MjNkNzhjOTVkXkEyXkFqcGdeQXVyMTAwMzUyMzUy..jpg,Kevin Sorbo Kull-Tia Carrere Akivasha-Thomas Ian Griffith General Taligaro-Litefoot Ascalante-Roy Brocksmith Tu-Harvey Fierstein Juba-Karina Lombard Zareta-Edward Tudor-Pole Enaros-Douglas Henshall Ducalon,John Nicolella,A barbarian warrior becomes a king when he defeats a king in armed combat and the king's heir conspire to overthrow him and reclaim the throne by resurrecting an evil sorceress.,kull the conqueror character protohistory movie flop king
681,Wishmaster (1997),http://us.imdb.com/M/title-exact?Wishmaster+(1997),90s, horror,2.4444444444444446,https://m.media-amazon.com/images/M/MV5BNmQ2ZWQ4ZWItMTJiNS00MDE1LWEyNDgtMThhY2VlODRmZTMzXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,Angus Scrimm Narrator (voice)-Ari Barak Zoroaster-Jake McKinnon Skeleton Man-Greg Funk Snake Man-Andrew Divoff The Djinn /Nathaniel Demerest-Richard Assad Persian King-Robert Englund Raymond Beaumont-Ted Raimi Ed Finney-Dan Hicks Customs Official (as Danny Hicks),Robert Kurtzman,A demonic djinn attempts to grant its owner three wishes,wishmaster demon first of series security guard
682,I Know What You Did Last Summer (1997),http://us.imdb.com/M/title-exact?I+Know+What+You+Did+Last+Summer+(1997),90s, horror mystery thriller,3.06,https://m.media-amazon.com/images/M/MV5BZDI4ODJlNGUtNjFiMy00ODgzLWIzYjgtMzgyZTljZDQ2NGZiXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,Jennifer Love Hewitt Julie James-Sarah Michelle Gellar Helen Shivers-Ryan Phillippe Barry Cox-Freddie Prinze Jr. Ray Bronson-Muse Watson Benjamin Willis /Fisherman-Bridgette Wilson-Sampras Elsa Shivers (as Bridgette Wilson)-Anne Heche Melissa Egan-Johnny Galecki Max-Stuart Greer Officer,Jim Gillespie,Four young friends bound by a tragic accident are reunited when they find themselves being stalked by a hook-wielding maniac in their small seaside town.,taking a shower teenage girl overalls bikini
683,Rocket Man (1997),http://us.imdb.com/M/title-exact?Rocket+Man+(1997),90s, comedy,2.4081632653061225,https://m.media-amazon.com/images/M/MV5BYTU1YmQwYjgtMDBhNS00NzBhLWIyOWYtNDE1Y2QwNmIyZjFiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,Harland Williams Fred Z. Randall-Jessica Lundy Julie Ford-William Sadler 'Wild Bill' Overbeck-Jeffrey DeMunn Paul Wick-James Pickens Jr. Ben Stevens-Beau Bridges Bud Nesbitt-Peter Onorati Gary Hackman-Don Lake Flight Surgeon-Bill Jenkins Mission Controller (as William Arthur Jenkins),Stuart Gillard,Fred Z. Randall is a geeky spacecraft designer who gets the chance to make his dream come true and travel to Mars.,slapstick comedy mars the planet psychotronic film male protagonist
684,In the Line of Fire (1993),http://us.imdb.com/M/title-exact?In%20the%20Line%20of%20Fire%20(1993),90s, action thriller,3.792899408284024,https://m.media-amazon.com/images/M/MV5BMjdhYjRlMTgtNTMzOS00OTZlLWIxMjAtNjM4NGY0NGQxODM3XkEyXkFqcGdeQXVyNDk3NzU2MTQ@..jpg,Clint Eastwood Frank Horrigan-John Malkovich Mitch Leary-Rene Russo Lilly Raines-Dylan McDermott Al D'Andrea-Gary Cole Bill Watts-Fred Thompson Harry Sargent (as Fred Dalton Thompson)-John Mahoney Sam Campagna-Gregory Alan Williams Matt Wilder (as Greg Alan-Williams)-Jim Curley President,Wolfgang Petersen,Secret Service agent Frank Horrigan (Clint Eastwood) couldn't save Kennedy,second chance firearm assassin assassination
685,Executive Decision (1996),http://us.imdb.com/M/title-exact?Executive%20Decision%20(1996),90s, action thriller,3.3566878980891715,https://m.media-amazon.com/images/M/MV5BMjgwNzA4MjQtMTQwOC00OWY0LTkwOGYtNWQxYTQ3ZmEzZjY5L2ltYWdlXkEyXkFqcGdeQXVyNjQzNDI3NzY@..jpg,Kurt Russell David Grant-Steven Seagal Lt. Colonel Austin Travis-Halle Berry Jean-John Leguizamo Rat-Oliver Platt Cahill-Joe Morton Cappy-David Suchet Nagi Hassan-BD Wong Louie (as B. D. Wong)-Len Cariou Secretary of Defense Charles White,Stuart Baird,When terrorists seize control of an airliner,survival stealth plane mission disaster film
686,"Perfect World, A (1993)","http://us.imdb.com/M/title-exact?Perfect%20World,%20A%20(1993)",90s, action drama,3.68,https://m.media-amazon.com/images/M/MV5BZjcyYmU1NzYtMmJiYy00NjJlLWE5ZjMtZWNkOWNjZmQ4MzIyXkEyXkFqcGdeQXVyNTI4MjkwNjA@..jpg,Kevin Costner Robert 'Butch' Haynes-Clint Eastwood Chief Red Garnett-Laura Dern Sally Gerber-T.J. Lowther Phillip Perry-Keith Szarabajka Terry James Pugh-Leo Burmester Assistant Chief Tom Adler-Paul Hewitt Dick Suttle-Bradley Whitford Agent Bobby Lee-Ray McKinnon Bradley,Clint Eastwood,Kidnapped boy Phillip Perry (T.J. Lowther) strikes up a friendship with his captor Butch Haynes (Kevin Costner): an escaped convict on the run from the law,anti hero 1960s child uses a gun child with a gun
687,McHale's Navy (1997),http://us.imdb.com/M/title-exact?McHale's%20Navy%20(1997),90s, comedy war,2.188405797101449,https://m.media-amazon.com/images/M/MV5BMmU2NjcwYmMtZmZhYy00NjQ0LTkyZTktM2EwMWU2M2Y3ZmI4XkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,Tom Arnold Lt. Cmdr. Quinton McHale-Dean Stockwell Capt. Wallace B. Binghampton-Debra Messing Lt. Penelope Carpenter-David Alan Grier Ensign Charles Parker-Tim Curry Maj. Vladakov-Ernest Borgnine Cobra-Bruce Campbell Virgil-French Stewart Happy-Danton Stone Gruber,Bryan Spicer,The former World War II Naval captain of PT-73 - now a fun-loving black marketeer - reunites with his crew to battle a bumbling Russian terrorist. Based on the hit 1960s television show.,island terrorist captain ice cream
688,Leave It to Beaver (1997),http://us.imdb.com/M/title-exact?Leave+It+To+Beaver+(1997),90s, comedy,1.8409090909090908,https://m.media-amazon.com/images/M/MV5BYTNkMWE1Y2QtNWU1MS00ZmViLWJlMzgtODFlY2M4NDkzYjYxXkEyXkFqcGdeQXVyNTUyMzE4Mzg@..jpg,Christopher McDonald Ward-Janine Turner June-Cameron Finley Beaver-Erik von Detten Wally-Adam Zolotin Eddie-Barbara Billingsley Aunt Martha-Ken Osmond Eddie Sr.-Frank Bank Frank-Erika Christensen Karen,Andy Cadiff,The several misadventures and life-lessons learned by 8-year-old Theodore   Beaver   Cleaver in an entertaining and hilarious tale of a small-town Ohio family and the daily trials and tribunes of life. ,four word title 1990s school football
689,"Jackal, The (1997)",http://us.imdb.com/M/title-exact?Jackal%2C+The+(1997),90s, action thriller,3.1494252873563218,https://m.media-amazon.com/images/M/MV5BYjZjMjE3MGUtNzliOS00ZTJhLTk5MWYtMzRmMjdiMDkxMjNlXkEyXkFqcGdeQXVyNTIzOTk5ODM@..jpg,Bruce Willis The Jackal-Richard Gere Declan Mulqueen-Sidney Poitier Preston-Diane Venora Valentina Koslova-Mathilda May Isabella-J.K. Simmons Witherspoon-Richard Lineback McMurphy-John Cunningham Donald Brown-Jack Black Lamont,Michael Caton-Jones,An imprisoned I.R.A. fighter is freed to help stop a brutal,scantily clad female bikini man with no name gun for hire
690,Seven Years in Tibet (1997),http://us.imdb.com/M/title-exact?Seven+Years+in+Tibet+(1997),90s, drama war,3.4580645161290318,https://m.media-amazon.com/images/M/MV5BYmM4ZDhhNmItMDEyZi00NDUyLTk3MzUtMzE5NTE1ZWM0N2UyXkEyXkFqcGdeQXVyNjUwNzk3NDc@..jpg,"Brad Pitt Heinrich Harrer-David Thewlis Peter Aufschnaiter-BD Wong Ngawang Jigme (as B.D. Wong)-Mako Kungo Tsarong-Danny Denzongpa Regent-Victor Wong Chinese 'Amban'-Ingeborga Dapkunaite Ingrid Harrer-Jamyang Jamtsho Wangchuk Dalai Lama, 14 Years Old-Lhakpa Tsamchoe Pema Lhaki",Jean-Jacques Annaud,True story of Heinrich Harrer,dalai lama based on real person 20th century 1940s
691,Dark City (1998),http://us.imdb.com/M/title-exact?imdb-title-118929,90s, film_noir sci-fi thriller,3.5,https://m.media-amazon.com/images/M/MV5BMGExOGExM2UtNWM5ZS00OWEzLTllNzYtM2NlMTJlYjBlZTJkXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,Rufus Sewell John Murdoch-William Hurt Inspector Frank Bumstead-Kiefer Sutherland Dr. Daniel Schreber-Jennifer Connelly Emma Murdoch-Richard O'Brien Mr Hand-Ian Richardson Mr Book-Bruce Spence Mr Wall-Colin Friels Walenski-John Bluthal Karl Harris,Alex Proyas,A man struggles with memories of his past,alien race memory experiment beach
692,"American President, The (1995)","http://us.imdb.com/M/title-exact?American%20President,%20The%20(1995)",90s, comedy drama romance,3.6280487804878048,https://m.media-amazon.com/images/M/MV5BNjhkMmU0M2YtZDUwYi00OWE0LWI5NTktODBjNDc1M2ZlMjI4XkEyXkFqcGdeQXVyNDAxNjkxNjQ@..jpg,Michael Douglas Andrew Shepherd-Annette Bening Sydney Ellen Wade-Martin Sheen A.J. MacInerney-Michael J. Fox Lewis Rothschild-Anna Deavere Smith Robin McCall-Samantha Mathis Janie Basdin-Shawna Waldron Lucy Shepherd-David Paymer Leon Kodak-Anne Haney Mrs. Chapil,Rob Reiner,A widowed U.S. President running for reelection and an environmental lobbyist fall in love. It's all above-board,reference to martin van buren president speechwriter bouquet
693,Casino (1995),http://us.imdb.com/M/title-exact?Casino%20(1995),90s, drama,3.648351648351648,https://m.media-amazon.com/images/M/MV5BMTcxOWYzNDYtYmM4YS00N2NkLTk0NTAtNjg1ODgwZjAxYzI3XkEyXkFqcGdeQXVyNTA4NzY1MzY@..jpg,Robert De Niro Sam 'Ace' Rothstein-Sharon Stone Ginger McKenna-Joe Pesci Nicky Santoro-James Woods Lester Diamond-Don Rickles Billy Sherbert-Alan King Andy Stone-Kevin Pollak Phillip Green-L.Q. Jones Pat Webb-Dick Smothers Senator,Martin Scorsese,A tale of greed,casino gambling gangster exploding car
694,Persuasion (1995),http://us.imdb.com/Title?Persuasion+(1995/I),90s, romance,4.045454545454546,https://m.media-amazon.com/images/M/MV5BMTc5NzAwNDAyN15BMl5BanBnXkFtZTYwMjYzMDc5..jpg,Amanda Root Anne Elliot-Ciarán Hinds Captain Frederick Wentworth-Susan Fleetwood Lady Russell-Corin Redgrave Sir Walter Elliot-Fiona Shaw Mrs. Croft-John Woodvine Admiral Croft-Phoebe Nicholls Elizabeth Elliot-Samuel West Mr. Elliot-Sophie Thompson Mary Musgrove,Roger Michell,Eight years ago,captain's cabin water sister sidewalk
695,Kicking and Screaming (1995),http://us.imdb.com/M/title-exact?Kicking%20and%20Screaming%20(1995),90s, comedy drama,2.9230769230769234,https://m.media-amazon.com/images/M/MV5BNWU2YjdlN2ItNTk2OS00MzMwLTlhYjctNDI0MDI0NTQ3OWY0XkEyXkFqcGdeQXVyNzI1NzMxNzM@..jpg,Josh Hamilton Grover-Samuel Gould Pete (as Sam Gould)-Catherine Kellner Gail-Jonathan Baumbach Professor-John Lehr Louis-Olivia d'Abo Jane-Peter Czernin Lester-Carlos Jacott Otis-Chris Eigeman Max,Noah Baumbach,A bunch of guys hang around their college for months after graduation,pantyhose slacker beer drinking independent film
696,City Hall (1996),http://us.imdb.com/M/title-exact?City%20Hall%20(1996),90s, drama thriller,3.1392405063291138,https://m.media-amazon.com/images/M/MV5BNDlhNDc3MmEtODJkMS00YmVlLWI4MTUtNDRkMTFhYjk1NDdlXkEyXkFqcGdeQXVyMTMxMTY0OTQ@..jpg,Al Pacino Mayor John Pappas-John Cusack Deputy Mayor Kevin Calhoun-Bridget Fonda Marybeth Cogan-Danny Aiello Frank Anselmo-Martin Landau Judge Walter Stern-David Paymer Abe Goodman-Anthony Franciosa Paul Zapatti (as Tony Franciosa)-Richard Schiff Larry Schwartz-Lindsay Duncan Sydney Pappas,Harold Becker,The accidental shooting of a boy in New York leads to an investigation by the Deputy Mayor,trailer tv spot columbia tristar home video final scene
697,"Basketball Diaries, The (1995)","http://us.imdb.com/M/title-exact?Basketball%20Diaries,%20The%20(1995)",90s, drama,3.425,https://m.media-amazon.com/images/M/MV5BMjdlNzQxZGUtZTg5YS00ODg2LTkxMzctMDAyNmEwM2YyZjA4XkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,Leonardo DiCaprio Jim Carroll-Lorraine Bracco Jim's Mother-Marilyn Sokol Chanting Woman-James Madio Pedro-Patrick McGaw Neutron-Mark Wahlberg Mickey-Roy Cooper Father McNulty-Vincent Pastore Construction Worker (as Vinnie Pastore)-Bruno Kirby Swifty,Scott Kalvert,A teenager finds his dreams of becoming a basketball star threatened after he free falls into the harrowing world of drug addiction.,childhood friend student athlete basketball friend
698,"Browning Version, The (1994)","http://us.imdb.com/M/title-exact?Browning%20Version,%20The%20(1994)",90s, drama,3.0,https://m.media-amazon.com/images/M/MV5BNDU0ZjhjNWEtYTIzNy00ZmRiLWFiNTEtODUwOTdmMjI5ZmU4XkEyXkFqcGdeQXVyMTQ3Njg3MQ@@..jpg,Albert Finney Andrew Crocker-Harris-Greta Scacchi Laura Crocker-Harris-Matthew Modine Frank Hunter-Julian Sands Tom Gilbert-Michael Gambon Dr. Frobisher-Ben Silverstone Taplow-Jim Sturgess Bryant (as James Sturgess)-Joseph Beattie Wilson-Marc Bolton Grantham,Mike Figgis,On the verge of forced resignation,cricket the sport firework latin language language teacher
699,Little Women (1994),http://us.imdb.com/M/title-exact?Little%20Women%20(1994),90s, drama,3.6764705882352944,https://m.media-amazon.com/images/M/MV5BNmJhNTgzMWYtZTU5OC00MmE2LTlkN2UtNWE0MmJiNWJmNmZjXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,Winona Ryder Jo March-Gabriel Byrne Friedrich Bhaer-Trini Alvarado Meg March-Samantha Mathis Older Amy March-Kirsten Dunst Younger Amy March-Claire Danes Beth March-Christian Bale Laurie-Eric Stoltz John Brooke-John Neville Mr. Laurence,Gillian Armstrong,The March sisters live and grow in post-Civil War America.,f rated female protagonist reference to william shakespeare husband wife relationship
700,Miami Rhapsody (1995),http://us.imdb.com/M/title-exact?Miami%20Rhapsody%20(1995),90s, comedy,2.6,https://m.media-amazon.com/images/M/MV5BZDI0NmU5ZTgtZTMxZi00OGExLTk5NTEtNWQzODU4NDYyZTJlXkEyXkFqcGdeQXVyNzc5MjA3OA@@..jpg,Sarah Jessica Parker Gwyn-Gil Bellows Matt-Antonio Banderas Antonio-Mia Farrow Nina-Paul Mazursky Vic-Kevin Pollak Jordan-Barbara Garrick Terri-Carla Gugino Leslie-Bo Eason Jeff,David Frankel,Gwyn begins doubting her   yes   to Matt's wedding proposal,fiance fiancee relationship dysfunctional marriage wedding marriage proposal
701,"Wonderful, Horrible Life of Leni Riefenstahl, The (1993)","http://us.imdb.com/M/title-exact?Macht%20der%20Bilder:%20Leni%20Riefenstahl,%20Die%20(1993)",90s, documentary,4.0,https://m.media-amazon.com/images/M/MV5BNzQ0OTM1NjQ2M15BMl5BanBnXkFtZTYwMzkwNTE5..jpg,Leni Riefenstahl Self-Rest of cast listed alphabetically:-Marlene Dietrich Self (archive footage)-Arnold Fanck Self (archive footage)-Walter Frentz Self - Camerman 1936 Olymipcs-Joseph Goebbels Self (archive footage) (as Josef Goebbels)-Rudolf Hess Self (archive footage)-John Herbert Higgins Self - U.S. Swimmer (archive footage)-Adolf Hitler Self (archive footage),Ray Müller,A documentary about the life and work of Leni Riefenstahl,female film director as character female film director woman director reference to leni riefenstahl
702,Barcelona (1994),http://us.imdb.com/M/title-exact?Barcelona%20(1994),90s, comedy romance,3.018867924528302,https://m.media-amazon.com/images/M/MV5BNWU2YzE2YzctNDg1OS00ZDdhLWI3M2ItYWY1MzExZjlmOGM5XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@..jpg,Taylor Nichols Ted Boynton-Chris Eigeman Fred Boynton-Tushka Bergen Montserrat Raventos-Mira Sorvino Marta Ferrer-Pep Munné Ramone-Hellena Taylor Greta (as Hellena Schmied)-Núria Badia Aurora Boval-Thomas Gibson Dickie Taylor-Jack Gilpin The Consul,Whit Stillman,Ted,reference to afl cio ant analogy old testament uso bombing
703,Widows' Peak (1994),http://us.imdb.com/M/title-exact?Widows'%20Peak%20(1994),90s, drama,3.5789473684210527,https://m.media-amazon.com/images/M/MV5BMTIwOTA3Nzg4NF5BMl5BanBnXkFtZTcwOTUwMjgyMQ@@..jpg,"Mia Farrow Miss Katherine O'Hare /Clancy-Joan Plowright Mrs. Doyle-Counihan-Natasha Richardson Mrs. Edwina Broome-Adrian Dunbar Godfrey Doyle-Counihan-Jim Broadbent Con Clancy, Kilshannon Dentist-Anne Kent Miss Grubb, Doyle-Counihan's Maid /Driver-John Kavanagh Canon Murtagh-Rynagh O'Grady Maddie O'Hara, Broome's Maid-Gerard McSorley Gaffney, Lawyer",John Irvin,In 1934,gossip feud spinster sting operation
704,"House of the Spirits, The (1993)","http://us.imdb.com/M/title-exact?House%20of%20the%20Spirits,%20The%20(1993)",90s, drama romance,3.0416666666666665,https://m.media-amazon.com/images/M/MV5BOWRmNjFkOGQtNjk1MC00OWM0LWE3YjItNWIxNWM5MjYzZjcxXkEyXkFqcGdeQXVyMTA0MjU0Ng@@..jpg,Maria Conchita Alonso Tránsito-António Assunção Man at Cattlemarket (as António Assumpção)-Julie Balloo Young Lady-Frank Baker Intelligence Officer-Antonio Banderas Pedro Tercero Garcia-João Cabral Soldier-Carlos César Ambassador's Driver-Sarita Choudhury Pancha-Rogério Claro Man in Club,Bille August,A rancher,chilean coup d'etat oppression family saga class conflict
705,Singin' in the Rain (1952),http://us.imdb.com/M/title-exact?Singin'%20in%20the%20Rain%20(1952),50s, musical romance,3.992700729927008,https://m.media-amazon.com/images/M/MV5BZDRjNGViMjQtOThlMi00MTA3LThkYzQtNzJkYjBkMGE0YzE1XkEyXkFqcGdeQXVyNDYyMDk5MTU@..jpg,Gene Kelly Don Lockwood-Donald O'Connor Cosmo Brown-Debbie Reynolds Kathy Selden-Jean Hagen Lina Lamont-Millard Mitchell R.F. Simpson-Cyd Charisse Dancer-Douglas Fowley Roscoe Dexter-Rita Moreno Zelda Zanders,Stanley Donen,A silent film production company and cast make a difficult transition to sound.,1920s film within a film femme fatale hollywood california
706,Bad Moon (1996),http://us.imdb.com/M/title-exact?Bad%20Moon%20(1996),90s, horror,2.6666666666666665,https://m.media-amazon.com/images/M/MV5BODZmZGU3MjktZGUyMi00Njc5LWFkMjgtNTQyMDA5ODI4NTIwXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,Mariel Hemingway Janet-Michael Paré Uncle Ted (as Michael Pare)-Mason Gamble Brett-Ken Pogue Sheriff Jenson-Hrothgar Mathews Flopsy-Johanna Marlowe Marjorie (as Johanna Marlowe Lebovitz)-Gavin Buhr Forest Ranger-Julia Montgomery Brown Reporter-Primo Thor,Eric Red,After being bitten by a werewolf in the jungle,dog transformation single mother german shepherd
707,Enchanted April (1991),http://us.imdb.com/M/title-exact?Enchanted%20April%20(1991),90s, drama,3.928571428571429,https://m.media-amazon.com/images/M/MV5BZjJjYzk2OTktN2UwYS00MTg0LThjMzEtZWY1N2IxMzdjNmM0XkEyXkFqcGdeQXVyNjc3MjQzNTI@..jpg,Josie Lawrence Lottie Wilkins-Miranda Richardson Rose Arbuthnot-Alfred Molina Mellersh Wilkins-Neville Phillips Vicar-Jim Broadbent Frederick Arbuthnot-Michael Kitchen George Briggs-Joan Plowright Mrs Fisher-Polly Walker Caroline Dester-Stephen Beckett Jonathan,Mike Newell,Four English women,retreat socialite friendship holiday
708,"Sex, Lies, and Videotape (1989)","http://us.imdb.com/M/title-exact?sex,%20lies,%20and%20videotape%20(1989)",80s, drama,3.4752475247524752,https://m.media-amazon.com/images/M/MV5BNDllYWVkOTQtZjRlMC00NWFjLWI0OGEtOWY4YzU4ZjMxYzg3XkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,James Spader Graham-Andie MacDowell Ann-Peter Gallagher John-Laura San Giacomo Cynthia-Ron Vawter Therapist-Steven Brill Barfly-Alexandra Root Girl on Tape-Earl T. Taylor Landlord-David Foil John's Colleague,Steven Soderbergh,A sexually repressed woman's husband is having an affair with her sister. The arrival of a visitor with a rather unusual fetish changes everything.,therapist sister sister relationship sexuality talking about sex
709,Strictly Ballroom (1992),http://us.imdb.com/M/title-exact?Strictly%20Ballroom%20(1992),90s, comedy romance,4.028846153846153,https://m.media-amazon.com/images/M/MV5BOTU5ZTBlMWEtNGQzNi00MDNiLTk4NjEtNTQ1MTg5MzBhYzQ3XkEyXkFqcGdeQXVyNTE1NjY5Mg@@..jpg,Paul Mercurio Scott Hastings-Tara Morice Fran-Bill Hunter Barry Fife-Pat Thomson Shirley Hastings-Gia Carides Liz Holt-Peter Whitford Les Kendall-Barry Otto Doug Hastings-John Hannan Ken Railings-Sonia Kruger Tina Sparkle,Baz Luhrmann,A maverick dancer risks his career by performing an unusual routine and sets out to succeed with a new partner.,caricature mockery fake documentary segment ugly duckling
710,Better Off Dead... (1985),http://us.imdb.com/Title?Better+Off+Dead...+(1985),80s, comedy,3.5696202531645564,https://m.media-amazon.com/images/M/MV5BMzRmMjE0MzMtZmQzYi00NjQ1LTk5ODgtYWEzZDViODkxNWFjXkEyXkFqcGdeQXVyNTI4MjkwNjA@..jpg,John Cusack Lane Meyer-David Ogden Stiers Al Meyer-Kim Darby Jenny Meyer-Demian Slade Johnny Gasparini-Scooter Stevens Badger Meyer-Diane Franklin Monique Junot-Laura Waterbury Mrs. Smith-Dan Schneider Ricky Smith (as Daniel Schneider)-Yuji Okumoto Yee Sook Ree,Savage Steve Holland,After his girlfriend ditches him for a boorish ski jock,woman wears eyeglasses attempted suicide bedroom bed
711,"Substance of Fire, The (1996)","http://us.imdb.com/M/title-exact?Substance%20of%20Fire,%20The%20(1996)",90s, drama,4.0,https://m.media-amazon.com/images/M/MV5BNDcyNjkwMTY1OF5BMl5BanBnXkFtZTcwNDAzNTQyMQ@@..jpg,Tony Goldwyn Aaron Geldhart-Benjamin Ungar Young Isaac Geldhart-Timothy Hutton Martin Geldhart-Tom McDermott Old Printer-Sarah Jessica Parker Sarah Geldhart-George Morfogen Otto the printer-Ron Rifkin Isaac Geldhart-Lee Grant Cora Cahn-Andrew Pang Mr. Otani jr,Daniel J. Sullivan,Publishing magnate refuses to publish a book by his son's male lover so the kids buy out their father and run it themselves!,No keyword found.
712,Tin Men (1987),http://us.imdb.com/M/title-exact?Tin%20Men%20(1987),80s, comedy drama,3.07843137254902,https://m.media-amazon.com/images/M/MV5BOGZhMWY4OTUtMTQ2Ni00NzE3LTk1ZTMtNzdkOGFmZTQ4NjY1XkEyXkFqcGdeQXVyMjI4MjA5MzA@..jpg,Richard Dreyfuss Bill 'BB' Babowsky-Danny DeVito Ernest Tilley-Barbara Hershey Nora Tilley-John Mahoney Moe Adams-Jackie Gayle Sam-Stanley Brock Gil-Seymour Cassel Cheese-Bruno Kirby Mouse-J.T. Walsh Wing,Barry Levinson,A minor car accident drives two rival aluminum-siding salesmen to the ridiculous extremes of man versus man in 1963 Baltimore.,car car accident 1960s competing businesses
713,Othello (1995),http://us.imdb.com/M/title-exact?Othello%20(1995),90s, drama,3.611111111111111,https://m.media-amazon.com/images/M/MV5BNzVlMjhjYzctNjQ4My00OGMwLThmZTktODE4MWI3NzNkOWYyXkEyXkFqcGdeQXVyNjMwMjk0MTQ@..jpg,Laurence Fishburne Othello-Irène Jacob Desdemona (as Irene Jacob)-Kenneth Branagh Iago-Nathaniel Parker Cassio-Michael Maloney Roderigo-Anna Patrick Emilia-Nicholas Farrell Montano-Indra Ové Bianca (as Indra Ove)-Michael Sheen Lodovico,Oliver Parker,The Moorish General Othello is manipulated into thinking that his new wife Desdemona has been carrying on an affair with his Lieutenant Michael Cassio,columbia tristar columbia tristar home video scheme lieutenant
714,Carrington (1995),http://us.imdb.com/M/title-exact?Carrington%20(1995),90s, drama romance,3.2307692307692313,https://m.media-amazon.com/images/M/MV5BZjQ3MTBkNDEtMGRlZS00OTY0LTkzYjktOWU2MzI3ZDRiMjY5XkEyXkFqcGdeQXVyMTA0MjU0Ng@@..jpg,Emma Thompson Dora Carrington-Jonathan Pryce Lytton Strachey-Steven Waddington Ralph Partridge-Samuel West Gerald Brenan-Rufus Sewell Mark Gertler-Penelope Wilton Lady Ottoline Morrell-Janet McTeer Vanessa Bell-Peter Blythe Phillip Morrell-Jeremy Northam Beacus Penrose,Christopher Hampton,The platonic relationship between artist Dora Carrington (Dame Emma Thompson) and writer Lytton Strachey (Jonathan Pryce) in the early twentieth century.,gay rape f rated character name as title
715,To Die For (1995),http://us.imdb.com/M/title-exact?To%20Die%20For%20(1995),90s, comedy drama,3.2758620689655173,https://m.media-amazon.com/images/M/MV5BNGZhYzgwNzItNDljNC00MDM4LThiYjEtNDRhNmE5NDk2MTQ0XkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,Nicole Kidman Suzanne Stone-Matt Dillon Larry Maretto-Joaquin Phoenix Jimmy Emmett-Casey Affleck Russel Hines-Illeana Douglas Janice Maretto-Alison Folland Lydia Mertz-Dan Hedaya Joe Maretto-Wayne Knight Ed Grant-Kurtwood Smith Earl Stone,Gus Van Sant,A beautiful but naïve aspiring television personality films a documentary on teenagers with a darker ulterior motive.,new hampshire television coitus copulation
716,Home for the Holidays (1995),http://us.imdb.com/M/title-exact?Home%20for%20the%20Holidays%20(1995),90s, drama romance,3.155172413793104,https://m.media-amazon.com/images/M/MV5BMjVlYTQ4NjgtZWQxMS00ZmQ0LTg4M2QtOGE0ZmJiNDhkMzI4XkEyXkFqcGdeQXVyNTIzOTk5ODM@..jpg,Holly Hunter Claudia Larson-Robert Downey Jr. Tommy Larson-Anne Bancroft Adele Larson-Charles Durning Henry Larson-Dylan McDermott Leo Fish-Geraldine Chaplin Aunt Glady-Steve Guttenberg Walter Wedman-Cynthia Stevenson Joanne Wedman-Claire Danes Kitt,Jodie Foster,After losing her job,gay sibling female protagonist dysfunctional family gay interest
